Order,Lot Frontage,Lot Area,Lot Shape,Utilities,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Val,Yr Sold,SalePrice,LogSalePrice,Alley_Grvl,Alley_NA,Alley_Pave,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Central Air_N,Central Air_Y,Condition 1_Artery,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 2_Norm,Exterior 1st_AsbShng,Exterior 1st_BrkFace,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_AsbShng,Exterior 2nd_BrkFace,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_MetalSd,Exterior 2nd_Plywood,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_Detchd,Garage Type_NA,Heating_GasA,Heating_GasW,House Style_1.5Fin,House Style_1Story,House Style_2Story,House Style_SFoyer,House Style_SLvl,Land Contour_Bnk,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_Corner,Lot Config_CulDSac,Lot Config_FR2,Lot Config_Inside,MS SubClass_20,MS SubClass_30,MS SubClass_50,MS SubClass_60,MS SubClass_70,MS SubClass_80,MS SubClass_85,MS SubClass_90,MS SubClass_120,MS SubClass_160,MS SubClass_190,MS Zoning_C (all),MS Zoning_FV,MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Mas Vnr Type_BrkCmn,Mas Vnr Type_BrkFace,Mas Vnr Type_NA,Mas Vnr Type_Stone,Misc Feature_NA,Misc Feature_Shed,Neighborhood_Blmngtn,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Roof Matl_CompShg,Roof Style_Gable,Roof Style_Hip,Sale Condition_Abnorml,Sale Condition_Family,Sale Condition_Normal,Sale Condition_Partial,Sale Type_COD,Sale Type_ConLD,Sale Type_New,Sale Type_WD ,Mo Sold_1,Mo Sold_2,Mo Sold_3,Mo Sold_4,Mo Sold_5,Mo Sold_6,Mo Sold_7,Mo Sold_8,Mo Sold_9,Mo Sold_10,Mo Sold_11,Mo Sold_12,TotalFinSF,TotalSF,BsmtFinSF,PorchSF,TotalBath,BsmtBath,AvgBltRemod,PreWarYearBuilt,RecentYearBuilt,YearRemodAdd,haspool,has2ndfloor,hasfireplace,LivAreaRatio,BedRatio,GarageRatio,BathRatio,LotRatio,FireBathRatio,TotalSF x OverallQual x OverallCond,TotalSF x OverallQual x Functional,AvgBltRemod x Functional x TotalFinSF,q1,q2,TotalSF x OverallQual,TotalSF x OverallCond,TotalFinSF x Functional,Functional x OverallQual,AvgBltRemod x OverallCond,AvgBltRemod x TotalFinSF,OverallCond x AvgBltRemod,BsmtFinSF x BsmtQual,BsmtFinSF x BsmtBath,Kitchen AbvGr x KitchenQual,GarageCars x GarageYrBlt,GarageQual x GarageCond x GarageCars,FireplaceQu x Fireplaces
1643,81.0,13870,3,4,1,10,5,4,2007,250.0,5,3,5,3,4,6,1152.0,1,0.0,590.0,1742.0,5,5,2042,0,0,2042,1.0,2,0,3,1,5,8,8,1,4,3,3,3.0,724.0,3,3,3,240,52,0,0,174,0,0,0,0,2007,455000,13.02805489573287,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3194.0,3784.0,1152.0,466,3.0,1.0,3.5,64,8,3,0,0,1,0.2728190338860851,680.6666666666666,1.0,1.0,171.23456790123456,0.3333333333333333,189200.0,302720.0,89432.0,375,70.0,37840.0,18920.0,25552.0,80,17.5,11179.0,17.5,5760.0,1152.0,5,9.0,27.0,4
1644,0.0,12546,3,4,1,6,7,29,1981,310.0,4,4,4,3,1,4,678.0,1,0.0,762.0,1440.0,5,5,1440,0,0,1440,0.0,2,0,3,1,4,7,8,1,3,29,3,2.0,467.0,3,3,3,0,0,99,0,0,0,0,0,0,2007,182900,12.116700301832573,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2118.0,2880.0,678.0,99,2.0,0.0,29.0,39,0,29,0,0,1,0.22955523672883787,480.0,0.6666666666666666,0.6666666666666666,500.0,0.5,120960.0,138240.0,491376.0,192,580.0,17280.0,20160.0,16944.0,48,203.0,61422.0,203.0,2712.0,0.0,4,58.0,18.0,3
1645,0.0,10960,3,4,1,6,5,26,1984,0.0,3,3,4,3,1,6,256.0,1,0.0,1028.0,1284.0,3,5,1284,0,0,1284,1.0,2,0,3,1,3,5,8,0,0,26,1,2.0,480.0,3,3,3,0,0,192,0,0,0,0,0,0,2007,174000,12.066816325306588,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1540.0,2568.0,256.0,192,3.0,1.0,26.0,42,0,26,0,0,0,0.2343065693430657,428.0,0.6666666666666666,1.0,500.0,0.0,77040.0,123264.0,320320.0,108,520.0,15408.0,12840.0,12320.0,48,130.0,40040.0,130.0,1024.0,256.0,3,52.0,18.0,0
1647,78.0,12090,4,4,1,7,7,29,2003,306.0,4,3,4,3,1,5,321.0,1,0.0,404.0,725.0,5,5,725,754,0,1479,0.0,2,1,3,1,4,6,8,1,3,29,2,2.0,484.0,3,3,3,167,72,0,0,0,0,0,0,0,2007,176000,12.07824495582233,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1800.0,2204.0,321.0,239,2.5,0.0,18.0,39,0,7,0,1,1,0.18229942100909843,493.0,0.6666666666666666,0.8333333333333334,155.0,0.4,107996.0,123424.0,259200.0,192,360.0,15428.0,15428.0,14400.0,56,126.0,32400.0,126.0,1284.0,0.0,4,58.0,18.0,3
1648,93.0,12299,4,4,1,7,6,32,1985,67.0,3,3,4,3,1,6,1328.0,1,0.0,201.0,1529.0,3,5,1664,0,0,1664,1.0,2,0,3,1,4,7,8,1,3,32,3,2.0,663.0,3,3,3,0,0,0,0,0,0,0,0,0,2007,213000,12.269052139516223,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2992.0,3193.0,1328.0,0,3.0,1.0,28.5,36,0,25,0,0,1,0.25961460281323684,554.6666666666666,0.6666666666666666,1.0,132.247311827957,0.3333333333333333,134106.0,178808.0,682176.0,144,570.0,22351.0,19158.0,23936.0,56,171.0,85272.0,171.0,5312.0,1328.0,4,64.0,18.0,3
1650,92.0,11952,4,4,1,7,6,33,1977,0.0,3,3,4,3,1,1,0.0,1,0.0,808.0,808.0,3,5,1161,808,0,1969,0.0,2,1,3,1,3,8,8,1,4,33,2,2.0,534.0,3,3,3,0,0,0,0,276,0,0,0,0,2007,190000,12.154784614286667,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1969.0,2777.0,0.0,276,2.5,0.0,33.0,35,0,33,0,1,1,0.23234605087014726,656.3333333333334,0.6666666666666666,0.8333333333333334,129.91304347826087,0.4,116634.0,155512.0,519816.0,108,660.0,19439.0,16662.0,15752.0,56,198.0,64977.0,198.0,0.0,0.0,3,66.0,18.0,4
1651,0.0,12046,3,4,1,6,6,34,1976,298.0,3,3,3,3,1,2,156.0,1,0.0,692.0,848.0,3,5,1118,912,0,2030,0.0,2,1,4,1,4,8,8,1,3,34,3,2.0,551.0,3,3,3,0,224,0,0,0,0,0,0,0,2007,195000,12.180759965737863,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2186.0,2878.0,156.0,224,2.5,0.0,34.0,34,0,34,0,1,1,0.2389174829819027,507.5,0.5,0.625,500.0,0.4,103608.0,138144.0,594592.0,108,680.0,17268.0,17268.0,17488.0,48,204.0,74324.0,204.0,468.0,0.0,4,68.0,18.0,3
1652,0.0,10395,3,4,1,6,6,32,1978,233.0,3,3,4,3,3,5,605.0,1,0.0,427.0,1032.0,3,5,1032,0,0,1032,0.0,2,0,3,1,3,6,8,1,3,32,1,2.0,564.0,3,3,3,0,0,0,0,0,0,0,3,500,2007,148000,11.904974309480183,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1637.0,2064.0,605.0,0,2.5,0.5,32.0,36,0,32,0,0,1,0.19855699855699857,344.0,0.6666666666666666,0.8333333333333334,500.0,0.4,74304.0,99072.0,419072.0,108,640.0,12384.0,12384.0,13096.0,48,192.0,52384.0,192.0,2420.0,302.5,3,64.0,18.0,3
1654,80.0,11584,4,4,1,7,6,31,1979,96.0,3,3,3,3,1,6,315.0,3,110.0,114.0,539.0,3,5,1040,685,0,1725,0.0,2,1,3,1,3,6,8,1,3,31,2,2.0,550.0,3,3,3,0,88,216,0,0,0,0,0,0,2007,197000,12.190964083849375,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2150.0,2264.0,425.0,304,2.5,0.0,31.0,37,0,31,0,1,1,0.19544198895027623,575.0,0.6666666666666666,0.8333333333333334,144.8,0.4,95088.0,126784.0,533200.0,81,620.0,15848.0,13584.0,17200.0,56,186.0,66650.0,186.0,1275.0,0.0,3,62.0,18.0,3
1657,128.0,13001,3,4,1,6,5,39,1971,176.0,3,3,3,3,2,5,492.0,4,121.0,1012.0,1625.0,3,5,1220,0,0,1220,0.0,2,0,2,1,3,6,8,1,3,39,1,2.0,944.0,3,3,3,0,0,249,0,0,0,0,0,0,2007,170000,12.04355959836804,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1833.0,2845.0,613.0,249,2.5,0.5,39.0,29,0,39,0,0,1,0.21882932082147527,610.0,1.0,1.25,101.5703125,0.4,85350.0,136560.0,571896.0,81,780.0,17070.0,14225.0,14664.0,48,195.0,71487.0,195.0,1839.0,306.5,3,78.0,18.0,3
1658,70.0,12243,3,4,1,5,6,39,1971,0.0,3,3,4,3,3,5,998.0,1,0.0,486.0,1484.0,4,5,1484,0,0,1484,0.0,2,0,3,1,3,7,8,1,3,39,1,2.0,487.0,3,3,3,224,0,0,0,180,0,0,0,0,2007,175000,12.07254696717504,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2482.0,2968.0,998.0,404,2.0,0.0,39.0,29,0,39,0,0,1,0.24242424242424243,494.6666666666667,0.6666666666666666,0.6666666666666666,174.9,0.5,89040.0,118720.0,774384.0,108,780.0,14840.0,17808.0,19856.0,40,234.0,96798.0,234.0,3992.0,0.0,3,78.0,18.0,3
1660,0.0,12384,4,4,1,7,7,34,1976,233.0,3,3,4,3,1,1,0.0,1,0.0,793.0,793.0,3,5,1142,793,0,1935,0.0,2,1,3,1,3,7,8,1,3,34,2,2.0,550.0,3,3,3,0,113,252,0,0,0,0,0,0,2007,197900,12.19552218463499,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1935.0,2728.0,0.0,365,2.5,0.0,34.0,34,0,34,0,1,1,0.2202842377260982,645.0,0.6666666666666666,0.8333333333333334,500.0,0.4,133672.0,152768.0,526320.0,108,680.0,19096.0,19096.0,15480.0,56,238.0,65790.0,238.0,0.0,0.0,3,68.0,18.0,3
1661,64.0,8991,3,4,1,7,6,34,1976,130.0,3,3,4,3,4,6,624.0,3,604.0,0.0,1228.0,3,5,1324,0,0,1324,0.0,2,0,3,1,4,5,8,1,2,34,3,2.0,585.0,3,3,3,407,36,0,0,0,0,0,0,0,2007,174000,12.066816325306588,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2552.0,2552.0,1228.0,443,2.5,0.5,34.0,34,0,34,0,0,1,0.2838393949505061,441.3333333333333,0.6666666666666666,0.8333333333333334,140.484375,0.4,107184.0,142912.0,694144.0,144,680.0,17864.0,15312.0,20416.0,56,204.0,86768.0,204.0,4912.0,614.0,4,68.0,18.0,2
1663,70.0,10500,4,4,1,5,7,39,2005,82.0,3,3,3,3,3,5,349.0,1,0.0,23.0,372.0,3,5,576,533,0,1109,0.0,1,0,3,1,3,5,8,0,0,39,1,1.0,288.0,3,3,3,35,0,0,0,0,0,0,2,0,2007,139000,11.842236406331555,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1458.0,1481.0,349.0,35,1.5,0.5,22.0,29,0,5,0,1,0,0.14104761904761906,369.6666666666667,0.3333333333333333,0.5,150.0,0.0,51835.0,59240.0,256608.0,81,440.0,7405.0,10367.0,11664.0,40,154.0,32076.0,154.0,1047.0,174.5,3,39.0,9.0,0
1664,0.0,10530,3,4,1,6,5,39,1971,0.0,3,3,3,3,1,5,282.0,2,35.0,664.0,981.0,3,5,981,0,0,981,1.0,1,1,3,1,3,5,8,0,0,31,1,2.0,576.0,3,3,3,0,312,40,0,0,0,0,0,0,2007,143250,11.872353615355413,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1298.0,1962.0,317.0,352,2.5,1.0,39.0,29,0,39,0,0,0,0.18632478632478633,327.0,0.6666666666666666,0.8333333333333334,500.0,0.0,58860.0,94176.0,404976.0,81,780.0,11772.0,9810.0,10384.0,48,195.0,50622.0,195.0,951.0,317.0,3,62.0,18.0,0
1665,0.0,7472,3,4,1,7,9,38,2004,138.0,3,3,3,3,1,5,626.0,1,0.0,99.0,725.0,4,5,725,754,0,1479,1.0,1,1,4,1,4,7,8,0,0,38,3,2.0,484.0,3,3,3,0,32,0,0,0,0,0,0,0,2007,184000,12.122696471358964,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2105.0,2204.0,626.0,32,2.5,1.0,22.0,30,0,6,0,1,0,0.2949678800856531,369.75,0.5,0.625,500.0,0.0,138852.0,123424.0,370480.0,108,440.0,15428.0,19836.0,16840.0,56,198.0,46310.0,198.0,1878.0,626.0,4,76.0,18.0,0
1666,63.0,9457,4,4,1,5,6,40,1990,0.0,3,3,3,3,1,5,566.0,1,0.0,359.0,925.0,3,5,1422,0,0,1422,1.0,1,0,3,1,3,7,6,0,0,22,1,2.0,576.0,3,3,3,252,0,0,0,0,0,0,2,0,2007,155000,11.951186847493476,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1988.0,2347.0,566.0,252,2.0,1.0,30.0,28,0,20,0,0,0,0.24817595431955167,474.0,0.6666666666666666,0.6666666666666666,150.11111111111111,0.0,70410.0,70410.0,357840.0,81,600.0,11735.0,14082.0,11928.0,30,180.0,59640.0,180.0,1698.0,566.0,3,44.0,18.0,0
1667,66.0,7920,4,4,1,5,5,40,2002,32.0,3,3,3,3,1,5,81.0,6,619.0,214.0,914.0,5,5,914,0,0,914,0.0,1,0,3,1,5,5,8,0,0,40,2,1.0,368.0,3,4,3,120,0,0,0,0,0,0,0,0,2007,133000,11.798111925972618,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1614.0,1828.0,700.0,120,1.0,0.0,24.0,28,0,8,0,0,0,0.2308080808080808,304.6666666666667,0.3333333333333333,0.3333333333333333,120.0,0.0,45700.0,73120.0,309888.0,135,480.0,9140.0,9140.0,12912.0,40,120.0,38736.0,120.0,2100.0,0.0,5,40.0,12.0,0
1668,61.0,9758,3,4,1,5,5,39,1971,0.0,3,3,3,3,1,4,412.0,2,287.0,251.0,950.0,3,5,950,0,0,950,0.0,1,0,3,1,3,5,8,0,0,29,1,1.0,280.0,3,3,3,0,0,0,0,0,0,0,0,0,2007,119500,11.691080018519527,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1649.0,1900.0,699.0,0,1.0,0.0,39.0,29,0,39,0,0,0,0.194712031153925,316.6666666666667,0.3333333333333333,0.3333333333333333,159.9672131147541,0.0,47500.0,76000.0,514488.0,81,780.0,9500.0,9500.0,13192.0,40,195.0,64311.0,195.0,2097.0,0.0,3,29.0,9.0,0
1669,70.0,8294,4,4,1,4,5,39,1971,0.0,3,3,3,3,1,1,0.0,1,0.0,858.0,858.0,3,5,872,0,0,872,0.0,1,0,3,1,3,5,8,0,0,36,1,3.0,480.0,3,3,3,0,0,0,0,0,0,0,2,0,2007,123000,11.719947764402807,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,872.0,1730.0,0.0,0,1.0,0.0,39.0,29,0,39,0,0,0,0.2085845189293465,290.6666666666667,1.0,0.3333333333333333,118.48571428571428,0.0,34600.0,55360.0,272064.0,81,780.0,6920.0,8650.0,6976.0,32,195.0,34008.0,195.0,0.0,0.0,3,108.0,27.0,0
1670,0.0,7340,3,4,1,4,6,39,1971,0.0,3,3,3,3,1,5,322.0,1,0.0,536.0,858.0,3,5,858,0,0,858,0.0,1,0,2,1,3,4,8,0,0,31,1,1.0,684.0,3,3,3,0,0,0,0,0,0,0,0,0,2007,110000,11.608244735642321,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1180.0,1716.0,322.0,0,1.0,0.0,39.0,29,0,39,0,0,0,0.2337874659400545,429.0,0.5,0.5,500.0,0.0,41184.0,54912.0,368160.0,81,780.0,6864.0,10296.0,9440.0,32,234.0,46020.0,234.0,966.0,0.0,3,31.0,9.0,0
